Symbol,Description,Technical Rating 1 day,Moving Averages Rating 1 day,Oscillators Rating 1 day,Relative Strength Index (14) 1 day,Momentum (10) 1 day,Awesome Oscillator 1 day,Commodity Channel Index (20) 1 day,"Stochastic (14,3,3) 1 day, %K","Stochastic (14,3,3) 1 day, %D",Candlestick Pattern 1 day
TRV,"The Travelers Companies, Inc.",Buy,Strong buy,Neutral,56.61123198,2.43,4.637109118,96.49816946,77.85610378,78.50585987,
TFC,Truist Financial Corporation,Strong buy,Strong buy,Buy,64.8526917,1.22,3.816679412,87.76295429,84.39517345,86.28514186,
RSG,"Republic Services, Inc.",Strong sell,Strong sell,Sell,37.83431376,-7.37,-8.594158824,-86.15378912,31.22117769,26.52851392,
FTNT,"Fortinet, Inc.",Buy,Strong buy,Neutral,57.53847538,6.93,2.512896471,121.7413324,70.89780974,75.80039495,
FIX,"Comfort Systems USA, Inc.",Strong buy,Strong buy,Buy,70.55100823,166.23,225.5044194,106.2027682,86.28416726,89.59912942,
TER,"Teradyne, Inc.",Buy,Strong buy,Neutral,68.59407064,31.87,63.53220265,104.3869688,89.34805632,93.09266088,
COHR,Coherent Corp.,Buy,Strong buy,Neutral,58.53087721,13.6,59.68417559,43.66225609,69.64477722,78.07043406,
TEL,TE Connectivity plc,Strong sell,Strong sell,Sell,40.8538692,-24.81,7.970122059,-65.75148119,14.21070807,28.21883015,
LITE,Lumentum Holdings Inc.,Buy,Strong buy,Neutral,55.50015418,-11.5,79.16400485,15.22576573,45.74280653,51.27021492,Long Lower Shadow
UI,Ubiquiti Inc.,Buy,Strong buy,Sell,62.50287113,58.39,157.2680529,52.64597445,71.27982134,73.32515034,
SRE,DBA Sempra,Sell,Strong sell,Neutral,39.3278921,-3.77,-2.038261765,-107.8755644,11.40083531,10.49518005,
COR,"Cencora, Inc.",Sell,Strong sell,Buy,38.55549598,-8.96,-14.35466618,-102.5638217,24.75480419,20.97231488,
URI,"United Rentals, Inc.",Buy,Strong buy,Sell,75.50304133,180.32,135.0556271,195.1512753,90.48353852,86.92214391,
NXPI,NXP Semiconductors N.V.,Buy,Strong buy,Sell,70.3514285,28.87,29.32546847,137.3820326,91.01342951,92.88001411,Evening Star
LHX,"L3Harris Technologies, Inc.",Sell,Strong sell,Neutral,30.10402893,-37.49,-21.68561765,-180.9799935,9.492828183,8.992153727,Bullish Harami
MDLN,Medline Inc.,Sell,Sell,Neutral,48.79775215,-1.99,2.193758824,-30.69545611,40.53236977,54.23506976,
AFL,AFLAC Incorporated,Buy,Strong buy,Neutral,60.62387707,2.54,4.430632353,74.36094582,75.15310586,77.36118706,
O,Realty Income Corporation,Sell,Sell,Sell,45.70808424,-0.57,0.781917647,-8.77060029,44.68238702,52.36162428,
CRWV,"CoreWeave, Inc.",Buy,Strong buy,Neutral,59.53037868,1.79,23.22738235,35.64766782,72.73354958,80.8909046,
TGT,Target Corporation,Strong buy,Strong buy,Buy,63.97480754,11.84,9.297452941,90.96771996,79.20508093,82.34651369,
AZO,"AutoZone, Inc.",Buy,Buy,Neutral,53.44898647,47.79,100.0665179,84.48865046,78.8386657,83.42359285,Long Upper Shadow
MSTR,Strategy Inc,Buy,Strong buy,Neutral,64.22559985,36.84,31.70947882,94.32373644,79.60535979,84.0664883,
KEYS,Keysight Technologies Inc.,Buy,Strong buy,Neutral,68.33000394,9.53,37.17869824,73.51284303,86.04155011,91.08284746,
OXY,Occidental Petroleum Corporation,Buy,Buy,Neutral,48.80539403,-0.79,-2.184147059,-33.12121317,49.97140118,43.37913939,
VST,Vistra Corp.,Buy,Strong buy,Buy,58.73274306,8.38,0.778432059,114.2164189,67.55338011,49.48600697,
ALL,Allstate Corporation (The),Buy,Strong buy,Sell,53.68917881,-0.89,5.205890882,29.77921572,59.02940072,65.64992033,
AJG,Arthur J. Gallagher & Co.,Strong sell,Strong sell,Sell,44.48392319,-7.44,2.970507059,-118.2935126,52.51810679,64.4096345,
OKE,"ONEOK, Inc.",Buy,Strong buy,Buy,54.401476,2.42,-1.110620588,30.90580717,68.83698507,57.35817133,Spinning Top White
FANG,"Diamondback Energy, Inc.",Buy,Strong buy,Neutral,60.41565249,7.32,3.400097059,82.46522908,88.27604491,81.83563851,
D,"Dominion Energy, Inc.",Buy,Strong buy,Neutral,51.23009069,-0.46,-0.235629706,18.97713098,44.7050462,32.45929391,Long Upper Shadow
GWW,"W.W. Grainger, Inc.",Strong buy,Strong buy,Buy,57.41578393,-3.58,51.33274118,43.28653486,65.35878568,73.25293602,
LNG,"Cheniere Energy, Inc.",Buy,Buy,Neutral,47.43148781,-2.11,-11.48389441,-49.29981954,28.8097122,26.00934095,
PSA,Public Storage,Buy,Strong buy,Neutral,59.19921267,9.25,19.27370674,69.50827336,83.60384747,84.95868427,
AME,"AMETEK, Inc.",Buy,Strong buy,Buy,57.28429515,-1.5,10.83769307,44.95323623,74.49053927,76.72502374,Spinning Top Black
CTVA,"Corteva, Inc.",Sell,Sell,Neutral,42.12571987,-4.09,-1.281732353,-92.58342986,16.34155288,15.09550038,
SE,Sea Limited,Sell,Strong sell,Neutral,46.39156937,-0.92,0.73105,1.384493932,30.81323934,37.00241685,Doji
FAST,Fastenal Company,Neutral,Sell,Neutral,48.05501017,-0.52,-0.435444118,-56.31675783,26.34146341,26.46793135,
COIN,"Coinbase Global, Inc.",Neutral,Buy,Neutral,53.82327104,22.15,12.85003676,63.36947729,66.13139229,69.34379443,
ETR,Entergy Corporation,Buy,Strong buy,Neutral,55.970031,-1.89,2.874056103,-10.21867142,49.44003258,37.04492557,
TRGP,"Targa Resources, Inc.",Buy,Strong buy,Neutral,53.26583607,0.78,-3.599325,1.254243354,46.18930292,36.42192979,Doji
CARR,Carrier Global Corporation,Buy,Strong buy,Neutral,55.85561836,-2.41,2.917071765,59.83885737,61.83554307,62.69222594,
FERG,Ferguson Enterprises Inc.,Buy,Strong buy,Neutral,68.78651847,6,23.85033971,77.80346578,83.17506881,83.35588991,Spinning Top White
NDAQ,"Nasdaq, Inc.",Buy,Strong buy,Neutral,60.62901021,4.28,2.205366176,145.9261551,80.3207506,70.5424137,
EA,Electronic Arts Inc.,Sell,Sell,Neutral,48.64451867,-0.11,0.781370588,-75.92919203,22.73425499,30.61955965,
MET,"MetLife, Inc.",Buy,Strong buy,Neutral,63.68288931,2.31,4.765801471,79.78118942,80.27223771,79.82693855,
AU,AngloGold Ashanti PLC,Sell,Sell,Neutral,45.32296188,-10.89,0.413334721,-75.94617179,17.99712334,14.69477493,
SNOW,Snowflake Inc.,Sell,Strong sell,Neutral,44.72558016,10.01,-9.658196471,-18.2664135,64.12915191,73.44742314,
F,Ford Motor Company,Neutral,Neutral,Buy,52.93131543,0.33,0.563180294,45.66875479,59.56783601,67.7191932,
ADSK,"Autodesk, Inc.",Sell,Strong sell,Neutral,46.74295186,7.89,-0.779516176,7.831142085,56.27999638,66.27727972,Long Upper Shadow
ZTS,Zoetis Inc.,Sell,Strong sell,Sell,47.12618505,-2.21,-0.244994882,-26.3720831,23.69573875,23.3315049,
XEL,Xcel Energy Inc.,Sell,Sell,Neutral,47.65766018,-1.04,-0.729813235,-50.82654453,34.2481418,27.2394156,
GRMN,Garmin Ltd.,Buy,Strong buy,Sell,55.64210867,-4.23,16.23444754,20.58623346,54.42943912,67.35363391,
NUE,Nucor Corporation,Buy,Strong buy,Sell,83.31394348,25.33,33.15633382,128.2258559,94.31469202,94.66981712,
EW,Edwards Lifesciences Corporation,Buy,Strong buy,Neutral,57.25127112,5.34,0.444257353,178.8008794,73.73013708,67.57521032,Long Upper Shadow
EXC,Exelon Corporation,Sell,Sell,Neutral,40.857441,-1.56,-1.724294118,-75.68303375,25.15793385,19.61279591,
CAH,"Cardinal Health, Inc.",Sell,Strong sell,Neutral,38.67318421,-11.84,-8.466667647,-139.3643161,25.31788186,22.18672881,
RKLB,Rocket Lab Corporation,Buy,Strong buy,Buy,56.94910838,11.67,12.944785,48.20925389,61.4602751,71.41676779,
MCHP,Microchip Technology Incorporated,Buy,Strong buy,Sell,73.61213866,13.29,15.58264706,123.0490021,86.53729571,92.00382658,
DDOG,"Datadog, Inc.",Buy,Strong buy,Neutral,61.59701988,22.58,7.055735294,111.9749571,83.05132945,82.66268544,
ODFL,"Old Dominion Freight Line, Inc.",Strong buy,Strong buy,Buy,64.01327233,12.9,23.27801618,90.70461567,78.36119183,81.21766614,
ROK,"Rockwell Automation, Inc.",Buy,Strong buy,Neutral,59.80246962,-0.86,29.60028324,54.7627507,68.79521034,74.50514556,
IDXX,"IDEXX Laboratories, Inc.",Sell,Sell,Neutral,47.9272708,0.95,-6.092339412,-11.66858808,27.02366041,30.20134122,
FITB,Fifth Third Bancorp,Strong buy,Strong buy,Buy,58.3451355,0.49,3.274491176,47.33264903,61.06078386,71.25072404,
WAB,Westinghouse Air Brake Technologies Corporation,Buy,Strong buy,Neutral,58.51920483,-1.82,11.14791882,67.50393853,66.20396103,60.96279322,Doji
DHI,"D.R. Horton, Inc.",Buy,Strong buy,Neutral,63.94647499,15,18.18992971,102.9322074,80.19758215,83.18586588,
EBAY,eBay Inc.,Buy,Strong buy,Neutral,55.06130627,2.14,7.828977941,24.56006189,47.95814191,64.23704492,
DAL,"Delta Air Lines, Inc.",Buy,Buy,Neutral,50.82797307,1.15,2.955617941,3.471155492,31.30627144,36.52645785,
PYPL,"PayPal Holdings, Inc.",Buy,Buy,Neutral,58.29236697,2.26,3.978703,62.13083439,69.77591536,75.37942388,
CMG,"Chipotle Mexican Grill, Inc.",Sell,Strong sell,Neutral,44.46049412,-0.95,1.050275,-12.31818831,23.84351987,41.2575134,
RKT,"Rocket Companies, Inc.",Sell,Sell,Neutral,49.76332505,0.13,0.816560294,28.73207037,38.72758612,41.75263588,
AMP,"Ameriprise Financial, Inc.",Buy,Strong buy,Buy,62.236092,22.8,15.09236618,133.0009144,83.92160263,83.3881831,
CCEP,Coca-Cola Europacific Partners plc,Neutral,Neutral,Neutral,48.6435225,-1.05,0.746977941,37.94311588,61.91945518,66.33350676,
MSCI,MSCI Inc.,Buy,Strong buy,Neutral,61.77592046,38.27,41.89759588,110.1668833,69.15249146,76.08581723,Long Upper Shadow
YUM,"Yum! Brands, Inc.",Sell,Strong sell,Sell,40.26334799,-6.26,0.740558824,-74.91789726,39.22620369,53.13415921,
CBRE,CBRE Group Inc,Neutral,Neutral,Neutral,52.86791213,0.28,10.12929706,32.55965613,53.52648647,69.16134344,
BIDU,"Baidu, Inc.",Buy,Strong buy,Neutral,61.04333965,16,6.998505588,104.8030598,85.19218294,79.59198021,
BDX,"Becton, Dickinson and Company",Strong sell,Strong sell,Neutral,33.19771398,-5.21,-2.023382353,-222.440448,11.11822566,25.16478488,
XYZ,"Block, Inc.",Buy,Strong buy,Neutral,63.67672248,7.06,8.167516176,80.26147251,72.77262313,75.56309203,
STT,State Street Corporation,Strong buy,Strong buy,Buy,78.1008637,12.4,19.27829706,103.5900481,84.66802349,85.25484761,
ALNY,"Alnylam Pharmaceuticals, Inc.",Sell,Strong sell,Neutral,43.15919272,-24.49,-10.24320441,-96.53012857,18.33213515,20.20395665,
RBLX,Roblox Corporation,Sell,Strong sell,Neutral,47.16337536,-0.14,0.686035294,-25.09212526,31.42184557,40.18011493,
VTR,"Ventas, Inc.",Buy,Strong buy,Neutral,53.58605317,0.29,-1.560552941,36.05291612,63.46801347,43.66129908,
KR,Kroger Company (The),Strong sell,Strong sell,Sell,37.40588613,-2.14,-3.027873529,-100.3258536,21.90616614,29.55310394,
ED,"Consolidated Edison, Inc.",Sell,Sell,Neutral,41.08193698,-3.06,-2.695693824,-82.59069076,21.62607883,17.98948857,
PEG,Public Service Enterprise Group Incorporated,Sell,Strong sell,Neutral,45.3126542,-1.05,-1.880772059,-55.34244801,36.48090815,26.57582062,
AIG,"American International Group, Inc. New",Strong sell,Strong sell,Sell,38.40874908,-3.68,-0.075061765,-125.6575731,14.33044904,25.72923114,
TTWO,"Take-Two Interactive Software, Inc.",Buy,Buy,Neutral,57.49667274,12.41,9.53785,65.60090331,64.15312516,71.2172129,
EME,"EMCOR Group, Inc.",Buy,Strong buy,Neutral,73.73908512,73.21,85.39932353,136.992674,94.11105198,95.07042552,
ON,ON Semiconductor Corporation,Buy,Strong buy,Sell,88.09487983,27.02,24.51697676,136.6816991,94.87292542,96.14212363,Doji
KDP,Keurig Dr Pepper Inc.,Buy,Strong buy,Neutral,60.21114452,2.11,1.014735294,204.369973,87.52081806,87.83738668,
VMC,Vulcan Materials Company (Holding Company),Buy,Strong buy,Neutral,55.05504427,-5.83,14.21241176,43.10715997,61.96554388,65.122713,
HPE,Hewlett Packard Enterprise Company,Strong buy,Strong buy,Buy,71.76835125,3.81,4.041992647,122.671033,75.85210861,76.89854696,
HSY,The Hershey Company,Strong sell,Strong sell,Sell,29.73773359,-11.12,-15.67105471,-95.92873493,11.97933631,10.99246598,
CCI,Crown Castle Inc.,Strong sell,Strong sell,Sell,44.58593757,-3.64,1.472759412,-35.30086894,37.2941235,52.44570983,
HIG,"The Hartford Insurance Group, Inc.",Neutral,Sell,Neutral,48.3386106,-2.36,1.443272059,-57.39441957,35.38563402,46.00424597,
CPNG,"Coupang, Inc.",Neutral,Buy,Neutral,54.95670491,0.34,0.874772059,36.78671211,44.98207885,51.02876641,
CCL,Carnival Corporation,Sell,Strong sell,Neutral,47.80688663,-0.98,0.848205882,-22.35477999,31.63264045,37.74798552,Spinning Top White
MLM,"Martin Marietta Materials, Inc.",Sell,Strong sell,Neutral,48.42736009,-25.54,16.15439559,-3.254751729,43.22430783,51.03290504,"Inverted Hammer, Long Upper Shadow"
WEC,"WEC Energy Group, Inc.",Neutral,Neutral,Neutral,49.13146168,-1.2,-0.786286765,-53.54303332,31.36064745,23.13280141,
JD,"JD.com, Inc.",Sell,Sell,Sell,51.23083604,0.81,1.194320882,3.994991133,50.60240964,55.8768407,Long Upper Shadow
EQT,EQT Corporation,Neutral,Sell,Buy,44.37168035,0.94,-3.325248529,-3.580971643,50.78751252,44.10817186,
NBIS,Nebius Group N.V.,Buy,Strong buy,Sell,56.16038538,-9.6,28.02576618,18.09686353,65.33924076,74.41473169,
LYV,"Live Nation Entertainment, Inc.",Neutral,Neutral,Neutral,49.70555998,-9.23,-2.092022059,-20.67446765,23.69798995,21.80758142,
LVS,Las Vegas Sands Corp.,Sell,Strong sell,Neutral,48.21418519,-0.36,0.1478242,-40.00641163,36.06817281,45.90899181,Marubozu White
TKO,"TKO Group Holdings, Inc.",Sell,Strong sell,Neutral,39.86983773,-9.27,-9.108409074,-69.49996497,27.55277084,24.17424553,Doji
PCG,Pacific Gas & Electric Co.,Sell,Strong sell,Neutral,30.18028157,-1.35,-0.747982353,-164.2857736,3.548404249,3.888570719,
ROP,"Roper Technologies, Inc.",Sell,Strong sell,Sell,45.83905313,-3.9,7.079235294,-70.85007783,34.48632316,54.35735253,
SYY,Sysco Corporation,Sell,Strong sell,Neutral,44.89006109,2,-2.070527941,77.53167113,80.4702872,79.48709955,
VIK,Viking Holdings Ltd,Buy,Strong buy,Neutral,55.36523861,2.61,6.044226176,37.93550004,61.45604572,63.48595819,
JBL,Jabil Inc.,Buy,Strong buy,Sell,77.54402196,35.43,53.16933235,102.8185584,92.7986798,94.01077679,"Hanging Man, Long Lower Shadow"
QSR,Restaurant Brands International Inc.,Buy,Strong buy,Neutral,58.14207463,1.36,3.913555882,86.46472833,76.73485581,85.43406339,
SYM,Symbotic Inc.,Buy,Strong buy,Neutral,55.28501916,4.91,7.404708235,25.6201949,58.18009649,66.85165602,Long Lower Shadow
SATS,EchoStar Corporation,Buy,Buy,Neutral,49.4900289,-3.92,3.292338471,-71.65625956,16.96321604,19.71551755,
IRM,Iron Mountain Incorporated (Delaware),Buy,Strong buy,Neutral,54.60090494,0.87,9.17925,39.0324573,63.63682237,73.59515536,
NRG,"NRG Energy, Inc.",Buy,Strong buy,Neutral,52.11985561,-10.09,-1.246589706,15.86010714,34.96102276,25.28189668,
ACGL,Arch Capital Group Ltd.,Sell,Sell,Sell,48.83308056,-0.75,1.634432353,-40.27085913,37.41648107,46.29088766,
ADM,Archer-Daniels-Midland Company,Strong buy,Strong buy,Neutral,52.78561935,0.73,-0.757546471,-5.252774033,53.57411939,48.5638982,
HBAN,Huntington Bancshares Incorporated,Neutral,Neutral,Neutral,52.43677364,-0.09,0.779838235,26.09334803,47.39321656,60.69718118,
KVUE,Kenvue Inc.,Neutral,Buy,Neutral,51.17305341,0.27,-0.011818824,99.07870492,73.42786038,68.10269709,
GFS,GlobalFoundries Inc.,Buy,Strong buy,Sell,74.92686474,11.32,12.84058471,106.2657064,83.75424275,89.00487064,
HAL,Halliburton Company,Buy,Strong buy,Neutral,62.34701465,1.51,1.818977941,158.5349675,91.37470421,88.25402242,
ALAB,"Astera Labs, Inc.",Buy,Strong buy,Sell,70.23115162,29.845,58.25279559,98.27563157,90.59337797,93.04065913,
CRDO,Credo Technology Group Holding Ltd,Buy,Strong buy,Neutral,67.32993026,46.14,59.73258471,82.7365048,89.23694699,93.45073781,
PRU,"Prudential Financial, Inc.",Sell,Strong sell,Sell,44.75694701,-2.89,-0.907642941,-96.13169975,20.20301244,18.17319036,Bullish Engulfing
FLEX,Flex Ltd.,Buy,Strong buy,Sell,75.62379831,11.77,15.63078265,126.0039559,94.30931464,94.22383481,
IR,Ingersoll Rand Inc.,Sell,Sell,Neutral,48.9773542,-3.68,1.552620588,18.11065717,49.1610381,57.43753217,
FISV,"Fiserv, Inc.",Buy,Buy,Neutral,55.70898104,2.48,3.865325,45.12387472,60.40647919,67.96250317,
A,"Agilent Technologies, Inc.",Sell,Strong sell,Sell,46.10241275,-1.88,2.822813235,-22.85578693,24.91608572,38.12449928,"Inverted Hammer, Long Upper Shadow"
KMB,Kimberly-Clark Corporation,Neutral,Neutral,Neutral,49.81072715,1.65,-0.486523235,101.3132276,70.41935865,66.23848676,
STLD,"Steel Dynamics, Inc.",Buy,Strong buy,Sell,76.38019933,29.57,36.81894441,127.0508095,93.32558439,94.20703,Spinning Top Black
MTB,M&T Bank Corporation,Buy,Strong buy,Neutral,54.88291113,-3.37,8.584803235,26.33816952,49.82680959,59.4529881,
AXON,"Axon Enterprise, Inc.",Sell,Sell,Neutral,44.95519019,42.96,-39.30900147,25.37820955,75.8412858,72.80368935,
RMD,ResMed Inc.,Sell,Strong sell,Buy,40.42368064,-8.24,-6.610180882,-74.42382017,20.74074074,18.07789928,
PAYX,"Paychex, Inc.",Strong sell,Strong sell,Neutral,44.5821485,0.61,-0.086376176,-33.86932849,48.07370184,60.20100503,
GEHC,GE HealthCare Technologies Inc.,Sell,Strong sell,Neutral,43.50894261,-3.35,-0.907034797,-76.21867094,14.66012946,21.30267684,
AMRZ,Amrize Ltd,Buy,Strong buy,Neutral,54.02522126,-1.08,0.678191176,61.09730699,56.17870086,54.05010374,
HEI,Heico Corporation,Sell,Strong sell,Neutral,37.35237556,-27.67,-13.29937765,-103.0620179,12.35232419,14.11348039,
CPRT,"Copart, Inc.",Strong sell,Strong sell,Neutral,43.16404447,-0.06,0.072229412,-8.296941623,45.56354916,54.35651479,
CBOE,"Cboe Global Markets, Inc.",Buy,Strong buy,Neutral,52.98397105,-1.86,8.835608824,46.19368624,64.39913742,63.91117655,
NTRS,Northern Trust Corporation,Strong buy,Strong buy,Buy,71.01297855,13.82,19.57762618,102.7987041,74.48630615,78.80362461,
AEE,Ameren Corporation,Buy,Strong buy,Neutral,53.42674929,0.13,0.298147059,16.17228088,45.38552788,34.18363337,
ATO,Atmos Energy Corporation,Neutral,Buy,Neutral,49.88146214,-2.13,-0.631655882,-27.0359036,44.44484163,34.4105829,
RDDT,"Reddit, Inc.",Buy,Buy,Neutral,57.44047776,10.86,14.63877647,65.22442599,62.37388724,66.79668888,
DTE,DTE Energy Company,Buy,Buy,Neutral,50.4599759,-1.01,-0.690317118,16.77582248,46.03940491,33.14628174,
DOV,Dover Corporation,Buy,Strong buy,Neutral,60.52314561,6.99,10.44217912,117.1667605,74.68894848,75.51449957,Spinning Top White
MTZ,"MasTec, Inc.",Strong buy,Strong buy,Buy,73.18356069,20.6,43.197465,97.51016879,87.71195218,87.96356932,
RJF,"Raymond James Financial, Inc.",Buy,Buy,Neutral,58.6918251,3.93,6.854751176,79.67282645,76.91456375,80.22003813,
VICI,VICI Properties Inc.,Buy,Buy,Neutral,52.9093841,0.11,0.437289706,73.91702868,56.9171251,56.8626593,Long Upper Shadow
TDY,Teledyne Technologies Incorporated,Buy,Strong buy,Neutral,56.89155506,-0.5,15.8616835,56.89422596,45.11495822,50.73648182,
WDAY,"Workday, Inc.",Sell,Strong sell,Neutral,41.24508454,-2.09,-5.739208824,-65.47794591,31.12188671,44.31709647,Long Upper Shadow
Q,"Qnity Electronics, Inc.",Buy,Strong buy,Neutral,69.70141098,8.83,17.75989059,102.2259645,86.95005864,88.36317012,Long Lower Shadow
TPL,Texas Pacific Land Corporation,Neutral,Buy,Neutral,44.98923986,20.13,-35.13386235,13.80145688,77.2099369,76.37512085,Spinning Top Black
FTI,TechnipFMC plc,Buy,Strong buy,Sell,64.42361299,0.09,3.743372353,150.1823683,77.1681058,65.77066357,Spinning Top Black
EXPE,"Expedia Group, Inc.",Buy,Buy,Neutral,49.83925667,5.01,18.83928735,14.81348171,44.99364255,57.92010292,
EXR,Extra Space Storage Inc,Neutral,Sell,Neutral,49.55782894,-0.125,5.098707353,33.76941006,57.55787167,64.53551932,
DVN,Devon Energy Corporation,Buy,Strong buy,Buy,55.53224171,0.93,-0.532811765,29.2600598,75.13251672,65.8183173,
UAL,"United Airlines Holdings, Inc.",Sell,Strong sell,Neutral,45.49683225,-3.3,0.266961176,-36.8793277,25.19613341,29.17815587,
XYL,Xylem Inc.,Neutral,Sell,Neutral,49.88598685,-5.34,-1.361821765,-14.42811511,34.59326212,29.49876746,
CASY,"Caseys General Stores, Inc.",Strong buy,Strong buy,Buy,76.28844778,69.5,64.71762088,158.3448358,93.61722583,92.56793397,Long Lower Shadow
OTIS,Otis Worldwide Corporation,Sell,Strong sell,Neutral,39.62471904,-4.29,-1.255906559,-53.68356487,32.18570683,35.23747134,
TPR,"Tapestry, Inc.",Neutral,Neutral,Neutral,48.47189347,-3.5,2.090494412,-23.82154358,30.93962267,38.92595587,Spinning Top White
ASTS,"AST SpaceMobile, Inc.",Sell,Strong sell,Neutral,41.72975563,-21.77,-7.903902941,-112.5638796,12.88743883,19.60485771,
HUBB,Hubbell Inc,Buy,Strong buy,Neutral,65.30507983,15.55,45.32484735,85.96073025,84.20371143,87.6328873,Doji
RPRX,Royalty Pharma plc,Buy,Strong buy,Neutral,62.9684621,1.22,2.069241176,101.2709769,84.76758631,85.91436807,
WAT,Waters Corporation,Strong sell,Strong sell,Sell,39.29319659,-24.89,12.88950088,-72.32598496,15.54984678,38.86540826,
INSM,Insmed Incorporated,Sell,Strong sell,Neutral,36.59233173,-15.16,-6.949868824,-122.2245745,7.608368817,10.97393069,"Bullish Harami, Long Upper Shadow"
PPL,PPL Corporation,Buy,Strong buy,Neutral,52.5910565,-0.76,0.085812353,5.809637429,44.20572917,31.750833,"Long Upper Shadow, Shooting Star"
NTRA,"Natera, Inc.",Buy,Buy,Neutral,50.56275328,2.49,3.754331176,15.20145892,53.03703704,55.64506173,
FE,FirstEnergy Corp.,Sell,Sell,Neutral,44.30632614,-1.605,-1.186711471,-76.24425706,30.44363044,21.86087756,
CNP,"CenterPoint Energy, Inc (Holding Co)",Buy,Buy,Neutral,50.46219221,0.165,-0.341044118,-45.55808656,33.40149966,24.42626676,Bullish Harami
EL,"Estee Lauder Companies, Inc. (The)",Neutral,Neutral,Neutral,47.84254964,2.77,-0.795397059,88.88927802,83.37881129,81.66683702,
